,0
421,"420,416 1-sentence-summary peak accumulates everything the pioneer researcher on deliberate practice ha learned about expert performance through decade of exploration and analysis of what separate those who are average from those who are world-class at what they do
#"
422,"421,417 1-sentence-summary people over profit evaluates the four stage most company go through a they mature moving from honest over efficiency to deception and if they re lucky redemption unless they foster seven core belief and stay honest all the way to the end
#"
423,"422,418 1-sentence-summary permission marketing explains why nobody pay attention to tv commercial and flyer anymore and show you how in today s crowded market you can cheaply start a dialogue with your ideal customer build a relationship over time and sell to them much more effectively
#"
424,"423,419 1-sentence-summary personality isn t permanent will shatter your long-held belief that you re stuck a yourself flaw and all by identifying why the person you are is changeable and giving you specific and actionable step to change
#"
425,"424,420 1-sentence-summary pitch anything relies on tactic and strategy from a field called neuroeconomics to give you an entirely new way of presenting pitching and convincing other people of your idea and offer
#"
426,"425,421 1-sentence-summary pitch perfect is the ultimate guide to becoming more efficient at communication in work at home and everywhere you go
#"
427,"426,""422 1-sentence-summary plato at the googleplex show you how the ancient wisdom of greek philosopher plato from 2,000 year ago still shape our thinking today and can help u find answer to the big question in life by relying on his timeless habit of striving for knowledge and reason in everything we do""
#"
428,"427,423 1-sentence-summary playing with fire will teach you how to be happier with your financial life and worry le about money by getting into the financial independence retire early fire movement
#"
429,"428,424 1-sentence-summary pre-suasion take you through the latest social psychology research to explain how marketer persuader and our environment prime u to say certain thing and take specific action a well a how you can harness the same idea to master the art of persuasion
#"
430,"429,425 1-sentence-summary predictable success lead you through the various stage of company and alternative path they can and might take depending on their action showing you the safest path towards predictable success where you consistently achieve your goal
#"
431,"430,426 1-sentence-summary predictably irrational explains the hidden force that really drive how we make decision which are far le rational than we think but can help u stay on top of our finance interact better with others and live happier life once we know about them
#"
432,"431,427 1-sentence-summary principle hold the set of rule for work and life billionaire investor and ceo of the most successful fund in history ray dalio ha acquired through his 40-year career in finance
#"
433,"432,428 1-sentence-summary problem solving 101 is a universal four-step template for overcoming challenge in life based on a traditional method japanese school child learn early on
#"
434,"433,""429,1-sentence-summary psyched up is an in-depth look at the science behind mental preparation that will show you how to do your best when it count the most based on what top performer do""
#"
435,"434,430 1-sentence-summary psycho-cybernetics explains how thinking of the human mind a a machine can help improve your self-image which will dramatically increase your success and happiness
#"
436,"435,431 1-sentence-summary purple cow explains why building a great product and advertising the heck out of it simply doesn t cut it anymore and how you can build something that s so remarkable people have to share it in order to succeed in today s crowded post-advertising world
#"
437,"436,""432,1-sentence-summary qbq will teach you to ask better question and stay accountable and why doing so will change every aspect of your life for the better""
#"
438,"437,433 1-sentence-summary quiet show the slow rise of the extrovert ideal for success throughout the 20th century while making a case for the underappreciated power of introvert and showing up new way for both force to cooperate
#"
439,"438,""434,1-sentence-summary quit like a millionaire will give you a mathematically proven way to manage your money and build wealth that will set you on the path to financial freedom""
#"
440,"439,435 1-sentence-summary quitter is a blueprint to help you close the gap between your day job and your dream job showing you simple step you can take towards your dream without turning it into a nightmare
#"
441,"440,""436,1-sentence-summary radical acceptance teach how you can become more content and happy in your life by applying the principle of meditation and buddhism""
#"
442,"441,""437,1-sentence-summary range show that having a broad spectrum of skill and interest and taking your time to figure them out is better than specializing in just one area""
#"
443,"442,438 1-sentence-summary reading like a writer take you through the various element of world-famous literature and show you how by paying close attention to how great author employ them you can not only get a lot more from your reading but also learn to be a better writer yourself
#"
444,"443,439 1-sentence-summary real artist don t starve debunks all myth around the starving artist and show you you can will and deserve to make a living from your creative work
#"
445,"444,440 1-sentence-summary reality is broken flip the image of the lonely gamer on it head explaining how game create real value can be used to make u happier and even help u solve global problem
#"
446,"445,441 1-sentence-summary reinvent yourself is a template for how to best adapt in a world in which the only constant is change so that you may find happiness success wealth meaningful work and whatever else you desire in life
#"
447,"446,442 1-sentence-summary rejection proof show you that no no last forever and how you can use rejection therapy to change your perspective of fear embrace new challenge and hear the word yes more often than ever before
#"
448,"447,""443,1-sentence-summary remote explains why office are a thing of the past and what both company and employee can do to thrive in a company that s spread all across the globe with people working wherever they choose to""
#"
449,"448,444 1-sentence-summary resisting happiness show you how to get more joy in your life by exploring the roadblock you unknowingly put in the way of it explaining why it s a choice and giving specific tip to help you make the decision to be content
#"
450,"449,445 1-sentence-summary rest examines why traditional method of working too long and hard are inefficient compared to working le resting and playing to accomplish your best work
#"
451,"450,446 1-sentence-summary rewire explains why we keep engaging in addictive and self-destructive behavior how our brain justify it and where you can get started on breaking your bad habit by becoming more mindful and disciplined
#"
452,"451,447 1-sentence-summary rework show you that you need le than you think to start a business – way le – by explaining why plan are actually harmful how productivity isn t a result from working long hour and why hiring and seeking investor should be your absolute last resort
#"
453,"452,448 1-sentence-summary rich dad poor dad tell the story of a boy with two father one rich one poor to help you develop the mindset and financial knowledge you need to build a life of wealth and freedom
#"
454,"453,449 1-sentence-summary rising strong describes a 3-phase process of bouncing back from failure which you can implement both in your own life and a a team or company in order to embrace setback a part of life deal with your emotion confront your own idea and rise stronger every time
#"
455,"454,450 1-sentence-summary rookie smart argues against experience and for a mindset of learning in the modern workplace due to knowledge growing and changing fast which give rookie a competitive advantage a they re not bound by common practice and the status quo
#"
456,"455,451 1-sentence-summary rule 1 hand you the rein of personal investing even if you ve never held them before by using a few simple rule from warren buffett s value investing approach to guide you towards financial independence
#"
457,"456,452 1-sentence-summary salt a world history explores how the everyday mineral we know a table salt ha shaped human civilization through the century causing war and the rise and fall of empire
#"
458,"457,453 1-sentence-summary salt sugar fat take you through the history of the demise of home-cooked meal by explaining why you love salt sugar and fat so much and how the processed food industry managed to hook u by cramming all 3 of those into their product
#"
459,"458,454 1-sentence-summary sam walton made in america shine a light on the man behind the biggest fortune ever amassed in business and explains how he built walmart into a billion-dollar empire with hard work incessant learning and an unrivaled resolve to make every single customer a happy a can be
#"
460,"459,""455,1-sentence-summary sapiens is your guide to becoming an expert on the entire history of the human race a it review everything our specie ha been through from ancient ancestor to our dominating place in the world today""
#"
461,"460,456 1-sentence-summary search inside yourself adapts the ancient ethos of knowing thyself to the reality of a modern fast-paced workplace by introducing mindfulness exercise to enhance emotional intelligence
#"
462,"461,457 1-sentence-summary second chance prepares you for the greatest evolutionary event in history which we re all living through right now the shift from the industrial age to the information age where job and traditional education aren t the right tool to build wealth anymore
#"
463,"462,""458,1-sentence-summary secret of the millionaire mind suggests our financial success is predetermined from birth and show u what to do to break through mental barrier and acquire the habit and thinking of the rich""
#"
464,"463,459 1-sentence-summary see you at the top show you how to have a spiritually socially financially and physically successful and meaningful life by utilizing tool like positive thinking kindness to others and goal-setting
#"
465,"464,460 1-sentence-summary self-compassion teach you the art of being kind to yourself by identifying what cause you to beat yourself up how it affect your life negatively and what you can do to relate to yourself in healthier and more compassionate way
#"
466,"465,461 1-sentence-summary selfish reason to have more kid explains how parent accidentally allowed modernity to suck all the pleasure out of family life and why they should feel no guilt over choosing a low-stress way of parenting instead
#"
467,"466,462 1-sentence-summary seven brief lesson on physic is your guide to getting up to speed with current theory on how the universe work by explaining general relativity and quantum mechanic the two pillar of modern physic
#"
468,"467,463 1-sentence-summary sex at dawn challenge all conventional view on sex at once by diving deep into our ancestor s sexual history the rise of monogamy and delivering starting point for thinking over our understanding of what sex and relationship should really look like
#"
469,"468,464 1-sentence-summary shoe dog is the autobiography of nike s founder phil knight who at last decided to share the story of how he founded one of the most iconic profitable and world-changing brand in the world
#"
470,"469,465 1-sentence-summary side hustle show you how to set up new income stream without quitting your day job taking you all the way from your initial idea to your first earned dollar in just 27 day
#"
471,"470,466 1-sentence-summary silent spring is the story that sparked the global grassroots environmental movement in 1962 explaining how chemical pesticide work what their drawback are and how we can protect crop in better more sustainable way
#"
472,"471,467 1-sentence-summary simple rule show you how to navigate our incredibly complex world by learning the structure of and coming up with your own set of easy clear-cut rule to follow for the most various situation in life
#"
473,"472,468 1-sentence-summary singletasking dig into neuroscientific research to explain why we re not meant to multitask how you can go back to the old singletasking way and why that s better for your work relationship and happiness
#"
474,"473,469 1-sentence-summary six thinking hat show you how to disentangle your own and your team s or company s cumulative thinking process into six distinct area tackling a problem from different perspective a a group in order to solve it with the power of parallel thinking and thus save time and money
#"
475,"474,470 1-sentence-summary skin in the game is an assessment of asymmetry in human interaction aimed at helping you understand where and how gap in uncertainty risk knowledge and fairness emerge and how to close them
#"
476,"475,""471,1-sentence-summary sleep smarter is a collection of 21 simple tip and trick to optimize your sleep environment once and then reap the benefit of more restful night forever""
#"
477,"476,472 1-sentence-summary smart people should build thing explains how the current education system work against the economy by producing an endless string of banker and consultant instead of the innovator we need and how we can encourage more young people to become entrepreneur to solve this problem
#"
478,"477,473 1-sentence-summary smartcuts explains how some people and business achieve rapid growth and build sustainable profitable company in the time it take you to get another promotion by working smart not hard and hacking into the ladder of success instead of climbing it one step at a time
#"
479,"478,474 1-sentence-summary smarter faster better tell deeply researched story from professional around the world to show you how to do what you re already doing in a better more efficient way by focusing on decision motivation and the way we set goal
#"
480,"479,475 1-sentence-summary smarter is one slow learner turned a student s experimental account of improving his intelligence by 16 through various test lesson and exercise and explains how you can increase your intelligence in scientifically proven way
#"
481,"480,476 1-sentence-summary so good they can t ignore you shed some much needed light on the follow your passion myth and show you that the true path to work you love lie in becoming a craftsman of the work you already have collecting rare skill and taking control of your hour in the process
#"
482,"481,477 1-sentence-summary so you want to talk about race will help you make the world a better fairer place by explaining how deeply entrenched racism is in our culture today and giving specific tip for having effective conversation about it so you can help end this major issue with society
#"
483,"482,478 1-sentence-summary so you ve been publicly shamed explains how public shaming can bring down website close business destroy career and why it often suppresses ethical behavior instead of encouraging it
#"
484,"483,479 1-sentence-summary social intelligence is a complete guide to the neuroscience of relationship explaining how your social interaction shape you and how you can use these effect to your advantage
#"
485,"484,""480,1-sentence-summary social explains how our innate drive to build social connection is the primary driver behind our behavior and explores way we can use this knowledge to our advantage""
#"
486,"485,481 1-sentence-summary solve for happy lay out a former google engineer formula for happiness which show you not only that it s our default state but also how to overcome the obstacle we face in remaining in it
#"
487,"486,482 1-sentence-summary spartan up is a call for you to ditch modern day comfort take up a challenge and don t quit until you reach your goal by developing the mindset of an ancient spartan warrior
#"
488,"487,""483 1-sentence-summary spin selling is your guide to becoming an expert salesperson by identifying what the author learned from 35,000 sale call and 12 year of research on the topic""
#"
489,"488,""484,1-sentence-summary sprint completely overhaul your project management process so it allows you to go from zero to prototype in just five day and figure out if your idea is worth creating faster than ever""
#"
490,"489,""485,1-sentence-summary spy the lie is a collection of professional tip on how to more accurately detect when someone is lying to you through a combination of verbal and non-verbal cue""
#"
491,"490,486 1-sentence-summary start something that matter encourages you to overcome your fear of the unknown and create a business that not only make money but also help people even if you have few resource to start with
#"
492,"491,487 1-sentence-summary start show you how you can flip the switch of your life from average to awesome by punching fear in the face being realistic living with purpose and going through the five stage of success one step at a time
#"
493,"492,488 1-sentence-summary start-up nation explains how a tiny controversial politically isolated country like israel manages to be one of the world s creative hub with more startup venture capital and new technology than entire continent
#"
494,"493,489 1-sentence-summary start with why is simon sinek s mission to help others do work which inspires them and us real-world example of great leader to show you how they communicate and how you can adapt their mindset to inspire others yourself
#"
495,"494,490 1-sentence-summary startup growth engine show you the strategy and tactic startup like uber facebook and yelp have used to achieve phenomenal growth in short time period and how you can use them to solve a big problem on a grand scale
#"
496,"495,""491,1-sentence-summary status anxiety identifies the way that your desire to be seen a someone successful make you mentally unhealthy and also show way that you can combat the disease of trying to climb the never-ending social ladder""
#"
497,"496,492 1-sentence-summary steal like an artist give you permission to copy your hero work and use it a a springboard to find your own unique style all while remembering to have fun creating the right work environment for your art and letting neither criticism nor praise drive you off track
#"
498,"497,493 1-sentence-summary steve job is the most detailed and accurate account of the life of the man who created apple the most valuable technology company in the world
#"
499,"498,494 1-sentence-summary stillness is the key give you the tool to harness the power of slowing down your body and mind for le distraction better self-control and above all a happier and more peaceful life
#"
500,"499,495 1-sentence-summary storyworthy show you how to tell a narrative that will impact others by outlining how to engage your audience throughout the start end and everything in between
#"
501,"500,496 1-sentence-summary strengthsfinder 2.0 argues that we should forget about fixing our weakness and go all in on our strength instead by showing you way to figure out which 5 key strength are an innate part of you and giving you advice on how to use them in your life and work
#"
502,"501,497 1-sentence-summary stumbling on happiness examines the capacity of our brain to fill in gap and simulate experience show how our lack of awareness of these power sometimes lead u to wrong decision and how we can change our behavior to synthesize our own happiness
#"
503,"502,""498,1-sentence-summary success through a positive mental attitude is a classic self-improvement book that will boost your happiness and give you the life of your dream by identifying what napoleon hill learned interviewing hundred of successful people and sharing how their outlook on life helped them get to the top""
#"
504,"503,499 1-sentence-summary suggestible you help you understand and utilize the power of your mind-body connection by explaining the effect that your thought have on your body including pain illness and memory and how to take advantage of it
#"
505,"504,500 1-sentence-summary super attractor will help you become happier find your purpose overcome your fear and begin living the life you ve always wanted by identifying the step you need to take to connect with a higher spiritual power
#"
506,"505,""501,1-sentence-summary super brain explores the idea that through increased self-awareness and conscious intention we can teach our brain to perform at a higher level than we thought possible""
#"
507,"506,502 1-sentence-summary superbetter not only break down the science behind game and how they help u become physically emotionally mentally and socially stronger but also give you a 7-step system you can use to turn your own life into a game have more fun than ever before and overcome your biggest challenge
#"
508,"507,503 1-sentence-summary superfreakonomics reveals how you can find non-obvious solution to tricky problem by focusing on raw hard data and thinking like an economist which will get you closer to the truth than everyone else
#"
509,"508,504 1-sentence-summary superintelligence asks what will happen once we manage to build computer that are smarter than u including what we need to do how it s going to work and why it ha to be done the exact right way to make sure the human race doesn t go extinct
#"
510,"509,505 1-sentence-summary switch is about how you can lead and encourage change of human behavior both in yourself and in your organization by focusing on the three force that influence it the rider the elephant and the path
#"
511,"510,506 1-sentence-summary talent is overrated debunks both talent and experience a the determining factor and instead make a case for deliberate practice intrinsic motivation and starting early
#"
512,"511,507 1-sentence-summary talk like ted ha analyzed over 500 of the most popular ted talk to help you integrate the three most common feature of them novelty emotion and being memorable into your own presentation and make you a better speaker
#"
513,"512,""508,1-sentence-summary talking to stranger help you better understand and accurately judge the people you don t know while staying patient and tolerant with others""
#"
514,"513,509 1-sentence-summary team of rival explains why abraham lincoln rose above his political rival despite their stronger reputation and how he used empathy to unite not just his enemy but an entire country
#"
515,"514,510 1-sentence-summary ted talk is an instruction manual to become a great public speaker and deliver talk that are unforgettable based on over 15 year worth of experience of the head of ted the most popular speaking platform in the world
#"
516,"515,511 1-sentence-summary tell me more will help you make everything even the worst of time go more smoothly by learning about a few useful phrase to habitually use come rain or shine
#"
517,"516,512 1-sentence-summary thank you for being late help you slow down and take life at a more reasonable pace by explaining the state of our rapidly changing environment economy and technology
#"
518,"517,513 1-sentence-summary the 100 startup show you how to break free from the shackle of 9 to 5 by combining your passion and skill into your own microbusiness which you can start for 100 or le yet still turn into a full time income thanks to the power of the internet
#"
519,"518,514 1-sentence-summary the 10x rule break down the anatomy of extraordinary success by first pointing out what s wrong with shooting for average why you should for ten time more when tackling your goal and how to back up your new bold target with the right action
#"
520,"519,""515,1-sentence-summary the 12 week year will teach you how to reliably hit your goal by planning in 12-week cycle instead of following our typical 12-month routine""
#"
521,"520,""516,1-sentence-summary the 15 invaluable law of growth will inspire you to get up and improve your life by showing you how change only happens when we actively nurture it and identifying the step and strategy to thrive in your career and life""
#"
522,"521,517 1-sentence-summary the 21 irrefutable law of leadership show you that leadership is learned not inherited and that you can become a leader too if you internalize some of the universal principle at play in any leader-follower-relationship
#"
523,"522,518 1-sentence-summary the 22 immutable law of marketing is an absolute marketing classic outlining 22 rule by which company function and depending on how much you adhere to them will determine the success or failure of your product and ultimately your company
#"
524,"523,519 1-sentence-summary the 4 day week will help you improve your personal productivity and that of everyone around you by outlining a powerful technique to reduce the workweek by one day and implement other change to help employee be healthier happier and more focused
#"
525,"524,520 1-sentence-summary the 4 discipline of execution outline the path that company leader and individual must follow to set the right goal and improve behavior to achieve success on a bigger long-term scale
#"
526,"525,521 1-sentence-summary the 4-hour body is a complete guide to hacking your health helping you achieve anything from rapid fat loss and quick muscle gain to better sleep sex and extreme athletic performance
#"
527,"526,522 1-sentence-summary the 4-hour workweek is the step-by-step blueprint to free yourself from the shackle of a corporate job create a business to fund the lifestyle of your dream and live life like a millionaire without actually having to be one
#"
528,"527,523 1-sentence-summary the 4 pillar plan is your guide to the right diet exercise relaxation and sleep decision that will improve your health dramatically
#"
529,"528,524 1-sentence-summary the 48 law of power draw on many of history s most famous power quarrel to show you what power look like how you can get it what to do to defend yourself against the power of others and most importantly how to use it well and keep it
#"
530,"529,525 1-sentence-summary the 5 am club help you get up at 5 am every morning build a morning routine and make time for the self-improvement you need to find success
#"
531,"530,""526,1-sentence-summary the 5 level of leadership will teach you how to lead others with lasting influence by focusing on your people instead of your position""
#"
532,"531,""527,1-sentence-summary the 5 love language show couple how to make their love last by learning to recognize the unique way their partner feel love""
#"
533,"532,528 1-sentence-summary the 5 second rule is a simple tool that undercut most of the psychological weapon your brain employ to keep you from taking action which will allow you to procrastinate le live happier and reach your goal
#"
534,"533,529 1-sentence-summary the 7 habit of highly effective people teach you both personal and professional effectiveness by changing your view of how the world work and giving you 7 habit which if adopted well will lead you to immense success
#"
535,"534,""530,1-sentence-summary the 80/20 principle reveals how you can boost your effectiveness both in your own life and for your business by getting you in the mindset that not all input produce an equal amount of output and helping you embrace the pareto principle""
#"
536,"535,531 1-sentence-summary the 8th habit is about finding your voice and helping others discover their own in order to thrive at work in the information age where interdependence is more important than independence
#"
537,"536,532 1-sentence-summary the achievement habit show you that being an achiever can be learned by using the principle of design thinking to walk you through several story and exercise which will get you to stop wishing and start doing
#"
538,"537,533 1-sentence-summary the adhd advantage shed light on one of the most falsely assessed health condition of the 21st century by explaining how adhd is overdiagnosed overmedicated and why people with adhd should embrace it a a mean of success
#"
539,"538,""534,1-sentence-summary the advice trap help you accelerate your communication skill and make you more likable by explaining why defaulting to giving your opinion on how to solve other people s problem is so terrible and how to listen better to their actual need so you can make a positive difference""
#"
540,"539,535 1-sentence-summary the age of empathy explains that empathy come natural to human a it doe to most other animal and that we re not wired to be selfish and violent but kind and cooperative
#"
541,"540,""536,1-sentence-summary the algebra of happiness outline the variable in the equation for happiness and how to build them in your life""
#"
542,"541,""537,1-sentence-summary the anatomy of peace will help you make your life and the world more calm by explaining the inefficiency in our go-to pattern of using conflict to resolve difference and giving specific tip for how to use understanding to settle issue""
#"
543,"542,538 1-sentence-summary the antidote will explain everything that s wrong with positivity-based self-help advice and what you should do instead to feel live and be happier
#"
544,"543,539 1-sentence-summary the art of asking teach you to finally accept the help of others stop trying to do everything on your own and show you how you can build a closely knit family of friend and supporter by being honest generous and not afraid to ask
#"
545,"544,540 1-sentence-summary the art of choosing extensively cover the scientific research made about human decision making showing you what affect how you make choice how the consequence of those choice affect you a well a how you can adapt to these circumstance to make better decision in the future
#"
546,"545,541 1-sentence-summary the art of happiness is the result of a psychiatrist interviewing the dalai lama on how he personally achieved inner peace calmness and happiness
#"
547,"546,542 1-sentence-summary the art of learning explains the science of becoming a top performer based on josh waitzkin s personal rise to the top of the chess and tai chi world by showing you the right mindset proper way to practice and how to build the habit of a professional
#"
548,"547,543 1-sentence-summary the art of non-conformity teach you how to play life by your own rule by giving you practical glimpse into the world of self-employment a new approach to travel to-do list minimalism and conscious spending habit
#"
549,"548,544 1-sentence-summary the art of seduction is a template for persuading anyone whether it s a business contact a political adversary or a love interest to act in your best interest
#"
550,"549,545 1-sentence-summary the art of social medium is a compendium of over 100 practical tip to treat your social medium presence like a business and use a bottom-up approach to get the attention your brand product or business deserves
#"
551,"550,""546,1-sentence-summary the art of the start is your guide to beginning a company and explains everything from getting the right people on board to writing a winning business plan and building your brand""
#"
552,"551,""547,1-sentence-summary the art of thinking clearly is a full compendium of the psychological bias that once helped u survive but now only hinder u from living our best life""
#"
553,"552,548 1-sentence-summary the art of travel is a modern philosophic take on the joy of going away exploring why we do so in the first place and how we can avoid falling into today s most common tourist trap
#"
554,"553,549 1-sentence-summary the art of war ha been considered the definitive text on military strategy and warfare ever since being written in ancient china around 500 bc inspiring business athlete and of course general to beat their opponent and competition the right way until today
#"
555,"554,550 1-sentence-summary the art of work is the instruction manual to find your vocation by looking into your passion connecting them to the need of the world and thus building a legacy that s bigger than yourself
#"
556,"555,551 1-sentence-summary the artist s way is an all-time self-help classic helping you to reignite your inner artist recover your creativity and let the divine energy flow through you a you create your art
#"
557,"556,552 1-sentence-summary the audacity of hope explains barack obama s personal political and spiritual belief on which he based his 2008 presidential election campaign which made him the first african-american president of the united state of america
#"
558,"557,
#"
559,"558,""553,1-sentence-summary the autobiography of malcolm x chronicle the life and work of one of the most influential member of the civil right movement in the united state""
#"
560,"559,554 1-sentence-summary the automatic millionaire is an actionable step-by-step plan for building wealth without being disciplined by relying on fixed percentage small payment and automated transaction
#"
561,"560,555 1-sentence-summary the barefoot investor is an australian farm boy s no-bs guide to taking charge of your personal finance with a simple system focused on eliminating debt living in the now and still retiring in peace
#"
562,"561,556 1-sentence-summary the better angel of our nature illustrates why we live in the most peaceful time ever in history by looking at what motivates u to behave violently how these motivator are outweighed by our tendency towards a peaceful life and which major shift in history caused this global reduction in crime
#"
563,"562,557 1-sentence-summary the big leap is about changing your overall perspective so you can embrace a philosophy that ll help you achieve your full potential in work relationship finance and all other walk of life
#"
564,"563,558 1-sentence-summary the biology of belief is an overview of the recent finding in cellular biology which are redefining the way we look at evolution genetics and the nature of life
#"
565,"564,559 1-sentence-summary the black swan explains why we are so bad at predicting the future and how unlikely event dramatically change our life if they do happen a well a what you can do to become better at expecting the unexpected
#"
566,"565,560 1-sentence-summary the blue zone solution show you how to adopt the lifestyle and mindset practice of the healthiest longest-living people on the planet from the five location with the highest population of centenarian
#"
567,"566,561 1-sentence-summary the blue zone give you advice on how to live to be 100 year and older by looking at five spot across the planet where people live the longest and drawing lesson about what they eat drink how they exercise and which habit most shape their life
#"
568,"567,""562,1-sentence-summary the body keep the score teach you how to get through the difficulty that arise from your traumatic past by revealing the psychology behind them and revealing some of the technique therapist use to help victim recover""
#"
569,"568,563 1-sentence-summary the body help you become smarter about how to take care of and use this mechanism that let you have life by explaining how it s put together what happens on the inside and how it work
#"
570,"569,564 1-sentence-summary the book of joy is the result of a 7-day meeting between the dalai lama and desmond tutu two of the world s most influential spiritual leader during which they discussed one of life s most important question how do we find joy despite suffering
#"
571,"570,""565,1-sentence-summary the book is a spiritual exploration of true human nature and our place in the universe that challenge wide-spread but often misled belief""
#"
572,"571,""566,1-sentence-summary the book you wish your parent had read will help you step back and focus more on the big picture of parenting to foster a strong relationship with your child so they can grow up emotionally and mentally healthy""
#"
573,"572,567 1-sentence-summary the botany of desire describes how contrary to popular belief we might not be using plant a much a plant use u by getting human to ensure their survival thanks to appealing to our desire for beauty sweetness intoxication and control
#"
574,"573,""568,1-sentence-summary the box teach how the drive and imagination of one entrepreneur impacted the world economy and changed the face of global trade with container shipping""
#"
575,"574,""569,1-sentence-summary the brain that change itself explores the groundbreaking research in neuroplasticity and share fascinating story of people who can use the brain s ability to adapt and be cured of ailment previously incurable""
#"
576,"575,570 1-sentence-summary the bulletproof diet describes a simple high-fat low-carb diet with intermittent fasting high-intensity exercise and good sleeping practice to help you lose weight have more energy and be able to focus better than ever before
#"
577,"576,""571,1-sentence-summary the business romantic show how doing business that is focused on passion and connection lead to more success in today s world""
#"
578,"577,572 1-sentence-summary the charisma myth debunks the idea that charisma is a born trait outlining several tool and exercise you can use to develop a charming social appeal and magnetic personality even if you re not extroverted
#"
579,"578,""573,1-sentence-summary the checklist manifesto explains why checklist can save life and teach you how to implement them correctly""
#"
580,"579,574 1-sentence-summary the chimp paradox us a simple analogy to help you take control of your emotion and act in your own best interest whether it s in making decision communicating with others or your health and happiness
#"
581,"580,""575,1-sentence-summary the china study examines the effect of animal protein intake on cancer risk and suggests improving your health by focusing on a plant-based diet""
#"
582,"581,576 1-sentence-summary the coaching habit outline the question attitude and habit required of manager who want to become great at motivating their team to become self-sustaining
#"
583,"582,577 1-sentence-summary the code of the extraordinary mind give you a 10-step framework for success based on the life of the world s most successful people who the author ha spent 200 hour interviewing
#"
584,"583,578 1-sentence-summary the compound effect will show you why big abrupt change rarely work and how you can change your life over time with the power of small daily step a routine that build momentum and the courage to break through your limit when you reach them
#"
585,"584,""579,1-sentence-summary the confidence code empowers woman to become more courageous by explaining their natural tendency toward timidity and how to break them even in a world dominated by men""
#"
586,"585,580 1-sentence-summary the courage habit help you unearth your hidden desire for a better life show you how fear buried them in the first place and outline the path toward overcoming the paralysis that being afraid brings so that you can have everything you ve ever dreamed of
#"
587,"586,581 1-sentence-summary the courage to be disliked is a japanese analysis of the work of 19th-century psychologist alfred adler who established that happiness lie in the hand of each human individual and doe not depend on past trauma
#"
588,"587,582 1-sentence-summary the creative habit is a dancer s blueprint to making creativity a habit which she s successfully done for over 50 year in the entertainment industry
#"
589,"588,583 1-sentence-summary the culture code examines the dynamic of group large and small formal and informal to help you understand how great team work and what you can do to improve your relationship wherever you cooperate with others
#"
590,"589,584 1-sentence-summary the da vinci curse explains why people with many talent don t fit into a world where we need specialist and if you have many talent yourself show you how you can lift this curse by giving you a framework to follow and find your true vocation in life
#"
591,"590,585 1-sentence-summary the desire map give your goal-setting mechanism a makeover by showing you that desire not fact is what fuel our life and help you rely on your feeling to navigate life instead of giving in to the pressure of the outside world to check the box on goal that don t really matter to you
#"
592,"591,586 1-sentence-summary the dip teach u that between starting and succeeding there s a time of struggle when we should either pursue excellence or quit strategically while helping u choose between the two
#"
593,"592,587 1-sentence-summary the e-myth revisited explains why 80 of small business fail and how to ensure yours isn t among those by building a company that s based on system and not on the work of a single individual
#"
594,"593,588 1-sentence-summary the education of a value investor is the story of how guy spier turned away from his greedy morally corrupted investment banking environment and into a true value investor by modeling his work and life after warren buffett and his value investing approach
#"
595,"594,589 1-sentence-summary the effective executive give leader a step-by-step formula to become more productive developing their own strength and those of their employee
#"
596,"595,590 1-sentence-summary the end of average explains the fundamental flaw with our culture of average in which we design everything for the average person when that person doesn t exist and show how we can embrace our individuality and use it to succeed in a world that want everyone to be the same
#"
597,"596,591 1-sentence-summary the end of job explains why thanks to the advancement of modern technology being an entrepreneur is now the safest way to meaningful work and financial freedom
#"
598,"597,592 1-sentence-summary the end of stress show you not only that treating stress a normal is wrong and how it harm your mental and physical health but also give you actionable tip and strategy to end stress once and for all so you can live a long happy powerful and creative life
#"
599,"598,593 1-sentence-summary the energy bus is a fable that will help you create positive energy with ten simple rule and make it the center of your life work and relationship
#"
600,"599,594 1-sentence-summary the eureka factor lay out the history of so-called aha moment and explains what happens in your brain a you have them where they come from and how you can train yourself to have more flash of genius
#"
601,"600,595 1-sentence-summary the everything store is the closest biographical documentation of the unprecedented rise of amazon a an online retail store with an almost infinite amount of choice based on over 300 interview with current and former amazon employee and executive family member of the founder and the hard fact available to the public
#"
602,"601,596 1-sentence-summary the evolution of everything compare creationist to evolutionist thinking showing how the process of evolution we know from biology underlies and permeates the entire world including society morality religion culture economics money innovation and even the internet
#"
603,"602,597 1-sentence-summary the execution factor will show you how to become successful by utilizing the power of vision passion action resilience and relationship that propelled author kim perell from unemployed and broke to a multi-millionaire in just seven year
#"
604,"603,598 1-sentence-summary the facebook effect is the only official account of the history of the world s largest social network explaining why it s so successful and how it s changed both the world and u
#"
605,"604,599 1-sentence-summary the fifth agreement is an update and sequel to one of the world s most popular self-help book which shine a new light on ancient toltec wisdom to help u master our self cultivate deep awareness and be who we really are
#"
606,"605,""600,1-sentence-summary the fifth discipline show you how to find joy at work again a an employee and improve your company s productivity if you re an employer by outlining the five value you must adopt to turn your workplace into a learning environment""
#"
607,"606,601 1-sentence-summary the fine art of small talk will teach you how to skillfully start continue and end conversation with anyone no matter how shy you think you are
#"
608,"607,""602,1-sentence-summary the first 20 hour lay out a methodical approach you can use to pick up new skill quickly without worrying about how long it take to become an expert""
#"
